"INDIC","Indicator","LOCATION","Country","CPL_COUNTRY","Country currency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CPL","Comparative price levels","SVN","Slovenia","CZE","Czech Republic CZK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,117,,
"CPL","Comparative price levels","AUS","Australia","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,95,,
"CPL","Comparative price levels","AUT","Austria","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,77,,
"CPL","Comparative price levels","BEL","Belgium","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,79,,
"CPL","Comparative price levels","CAN","Canada","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,81,,
"CPL","Comparative price levels","CZE","Czech Republic","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,51,,
"CPL","Comparative price levels","DNK","Denmark","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,100,,
"CPL","Comparative price levels","FIN","Finland","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,86,,
"CPL","Comparative price levels","FRA","France","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,77,,
"CPL","Comparative price levels","DEU","Germany","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,75,,
"CPL","Comparative price levels","GRC","Greece","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,59,,
"CPL","Comparative price levels","HUN","Hungary","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,44,,
"CPL","Comparative price levels","ISL","Iceland","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,116,,
"CPL","Comparative price levels","IRL","Ireland","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,87,,
"CPL","Comparative price levels","ITA","Italy","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,72,,
"CPL","Comparative price levels","JPN","Japan","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,70,,
"CPL","Comparative price levels","KOR","Korea","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,69,,
"CPL","Comparative price levels","LUX","Luxembourg","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,89,,
"CPL","Comparative price levels","MEX","Mexico","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,42,,
"CPL","Comparative price levels","NLD","Netherlands","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,80,,
"CPL","Comparative price levels","NZL","New Zealand","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,88,,
"CPL","Comparative price levels","NOR","Norway","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,98,,
"CPL","Comparative price levels","POL","Poland","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,41,,
"CPL","Comparative price levels","PRT","Portugal","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,60,,
"CPL","Comparative price levels","SVK","Slovak Republic","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,49,,
"CPL","Comparative price levels","ESP","Spain","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,66,,
"CPL","Comparative price levels","SWE","Sweden","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,87,,
"CPL","Comparative price levels","CHE","Switzerland","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,106,,
"CPL","Comparative price levels","TUR","Turkey","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,36,,
"CPL","Comparative price levels","GBR","United Kingdom","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,83,,
"CPL","Comparative price levels","USA","United States","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,74,,
"CPL","Comparative price levels","CHL","Chile","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,56,,
"CPL","Comparative price levels","EST","Estonia","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,56,,
"CPL","Comparative price levels","ISR","Israel","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,93,,
"CPL","Comparative price levels","SVN","Slovenia","DNK","Denmark DKK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,60,,
"CPL","Comparative price levels","AUS","Australia","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,110,,
"CPL","Comparative price levels","AUT","Austria","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,89,,
"CPL","Comparative price levels","BEL","Belgium","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,92,,
"CPL","Comparative price levels","CAN","Canada","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,93,,
"CPL","Comparative price levels","CZE","Czech Republic","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,59,,
"CPL","Comparative price levels","DNK","Denmark","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,116,,
"CPL","Comparative price levels","FIN","Finland","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,100,,
"CPL","Comparative price levels","FRA","France","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,90,,
"CPL","Comparative price levels","DEU","Germany","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,86,,
"CPL","Comparative price levels","GRC","Greece","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,69,,
"CPL","Comparative price levels","HUN","Hungary","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,51,,
"CPL","Comparative price levels","ISL","Iceland","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,135,,
"CPL","Comparative price levels","IRL","Ireland","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,101,,
"CPL","Comparative price levels","ITA","Italy","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,84,,
"CPL","Comparative price levels","JPN","Japan","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,82,,
"CPL","Comparative price levels","KOR","Korea","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,80,,
"CPL","Comparative price levels","LUX","Luxembourg","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,104,,
"CPL","Comparative price levels","MEX","Mexico","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,49,,
"CPL","Comparative price levels","NLD","Netherlands","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,92,,
"CPL","Comparative price levels","NZL","New Zealand","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,102,,
"CPL","Comparative price levels","NOR","Norway","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,113,,
"CPL","Comparative price levels","POL","Poland","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,48,,
"CPL","Comparative price levels","PRT","Portugal","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,69,,
"CPL","Comparative price levels","SVK","Slovak Republic","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,57,,
"CPL","Comparative price levels","ESP","Spain","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,77,,
"CPL","Comparative price levels","SWE","Sweden","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,101,,
"CPL","Comparative price levels","CHE","Switzerland","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,123,,
"CPL","Comparative price levels","TUR","Turkey","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,42,,
"CPL","Comparative price levels","GBR","United Kingdom","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,96,,
"CPL","Comparative price levels","USA","United States","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,86,,
"CPL","Comparative price levels","CHL","Chile","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,65,,
"CPL","Comparative price levels","EST","Estonia","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,65,,
"CPL","Comparative price levels","ISR","Israel","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,108,,
"CPL","Comparative price levels","SVN","Slovenia","FIN","Finland EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,69,,
"CPL","Comparative price levels","AUS","Australia","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,122,,
"CPL","Comparative price levels","AUT","Austria","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,99,,
"CPL","Comparative price levels","BEL","Belgium","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,103,,
"CPL","Comparative price levels","CAN","Canada","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,104,,
"CPL","Comparative price levels","CZE","Czech Republic","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,66,,
"CPL","Comparative price levels","DNK","Denmark","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,129,,
"CPL","Comparative price levels","FIN","Finland","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,111,,
"CPL","Comparative price levels","FRA","France","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,100,,
"CPL","Comparative price levels","DEU","Germany","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,96,,
"CPL","Comparative price levels","GRC","Greece","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,77,,
"CPL","Comparative price levels","HUN","Hungary","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,57,,
"CPL","Comparative price levels","ISL","Iceland","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,150,,
"CPL","Comparative price levels","IRL","Ireland","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,112,,
"CPL","Comparative price levels","ITA","Italy","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,93,,
"CPL","Comparative price levels","JPN","Japan","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,91,,
"CPL","Comparative price levels","KOR","Korea","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,90,,
"CPL","Comparative price levels","LUX","Luxembourg","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,116,,
"CPL","Comparative price levels","MEX","Mexico","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,55,,
"CPL","Comparative price levels","NLD","Netherlands","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,103,,
"CPL","Comparative price levels","NZL","New Zealand","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,113,,
"CPL","Comparative price levels","NOR","Norway","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,126,,
"CPL","Comparative price levels","POL","Poland","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,53,,
"CPL","Comparative price levels","PRT","Portugal","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,77,,
"CPL","Comparative price levels","SVK","Slovak Republic","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,64,,
"CPL","Comparative price levels","ESP","Spain","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,85,,
"CPL","Comparative price levels","SWE","Sweden","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,113,,
"CPL","Comparative price levels","CHE","Switzerland","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,138,,
"CPL","Comparative price levels","TUR","Turkey","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,47,,
"CPL","Comparative price levels","GBR","United Kingdom","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,107,,
"CPL","Comparative price levels","USA","United States","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,96,,
"CPL","Comparative price levels","CHL","Chile","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,72,,
"CPL","Comparative price levels","EST","Estonia","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,72,,
"CPL","Comparative price levels","ISR","Israel","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,120,,
"CPL","Comparative price levels","SVN","Slovenia","FRA","France EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,77,,
"CPL","Comparative price levels","AUS","Australia","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,127,,
"CPL","Comparative price levels","AUT","Austria","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,103,,
"CPL","Comparative price levels","BEL","Belgium","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,106,,
"CPL","Comparative price levels","CAN","Canada","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,108,,
"CPL","Comparative price levels","CZE","Czech Republic","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,69,,
"CPL","Comparative price levels","DNK","Denmark","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,134,,
"CPL","Comparative price levels","FIN","Finland","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,116,,
"CPL","Comparative price levels","FRA","France","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,104,,
"CPL","Comparative price levels","DEU","Germany","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,100,,
"CPL","Comparative price levels","GRC","Greece","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,80,,
"CPL","Comparative price levels","HUN","Hungary","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,59,,
"CPL","Comparative price levels","ISL","Iceland","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,156,,
"CPL","Comparative price levels","IRL","Ireland","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,116,,
"CPL","Comparative price levels","ITA","Italy","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,97,,
"CPL","Comparative price levels","JPN","Japan","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,94,,
"CPL","Comparative price levels","KOR","Korea","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,93,,
"CPL","Comparative price levels","LUX","Luxembourg","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,120,,
"CPL","Comparative price levels","MEX","Mexico","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,57,,
"CPL","Comparative price levels","NLD","Netherlands","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,107,,
"CPL","Comparative price levels","NZL","New Zealand","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,118,,
"CPL","Comparative price levels","NOR","Norway","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,131,,
"CPL","Comparative price levels","POL","Poland","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,55,,
"CPL","Comparative price levels","PRT","Portugal","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,80,,
"CPL","Comparative price levels","SVK","Slovak Republic","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,66,,
"CPL","Comparative price levels","ESP","Spain","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,88,,
"CPL","Comparative price levels","SWE","Sweden","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,117,,
"CPL","Comparative price levels","CHE","Switzerland","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,143,,
"CPL","Comparative price levels","TUR","Turkey","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,48,,
"CPL","Comparative price levels","GBR","United Kingdom","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,111,,
"CPL","Comparative price levels","USA","United States","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,100,,
"CPL","Comparative price levels","CHL","Chile","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,75,,
"CPL","Comparative price levels","EST","Estonia","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,75,,
"CPL","Comparative price levels","ISR","Israel","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,124,,
"CPL","Comparative price levels","SVN","Slovenia","DEU","Germany EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,80,,
"CPL","Comparative price levels","AUS","Australia","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,160,,
"CPL","Comparative price levels","AUT","Austria","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,130,,
"CPL","Comparative price levels","BEL","Belgium","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,134,,
"CPL","Comparative price levels","CAN","Canada","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,136,,
"CPL","Comparative price levels","CZE","Czech Republic","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,86,,
"CPL","Comparative price levels","DNK","Denmark","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,169,,
"CPL","Comparative price levels","FIN","Finland","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,145,,
"CPL","Comparative price levels","FRA","France","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,130,,
"CPL","Comparative price levels","DEU","Germany","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,126,,
"CPL","Comparative price levels","GRC","Greece","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,100,,
"CPL","Comparative price levels","HUN","Hungary","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,74,,
"CPL","Comparative price levels","ISL","Iceland","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,196,,
"CPL","Comparative price levels","IRL","Ireland","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,146,,
"CPL","Comparative price levels","ITA","Italy","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,122,,
"CPL","Comparative price levels","JPN","Japan","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,119,,
"CPL","Comparative price levels","KOR","Korea","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,117,,
"CPL","Comparative price levels","LUX","Luxembourg","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,151,,
"CPL","Comparative price levels","MEX","Mexico","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,71,,
"CPL","Comparative price levels","NLD","Netherlands","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,134,,
"CPL","Comparative price levels","NZL","New Zealand","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,148,,
"CPL","Comparative price levels","NOR","Norway","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,165,,
"CPL","Comparative price levels","POL","Poland","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,69,,
"CPL","Comparative price levels","PRT","Portugal","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,101,,
"CPL","Comparative price levels","SVK","Slovak Republic","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,83,,
"CPL","Comparative price levels","ESP","Spain","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,111,,
"CPL","Comparative price levels","SWE","Sweden","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,147,,
"CPL","Comparative price levels","CHE","Switzerland","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,179,,
"CPL","Comparative price levels","TUR","Turkey","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,61,,
"CPL","Comparative price levels","GBR","United Kingdom","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,139,,
"CPL","Comparative price levels","USA","United States","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,125,,
"CPL","Comparative price levels","CHL","Chile","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,94,,
"CPL","Comparative price levels","EST","Estonia","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,94,,
"CPL","Comparative price levels","ISR","Israel","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,156,,
"CPL","Comparative price levels","SVN","Slovenia","GRC","Greece EUR","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,101,,
"CPL","Comparative price levels","AUS","Australia","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,216,,
"CPL","Comparative price levels","AUT","Austria","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,175,,
"CPL","Comparative price levels","BEL","Belgium","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,181,,
"CPL","Comparative price levels","CAN","Canada","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,184,,
"CPL","Comparative price levels","CZE","Czech Republic","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,117,,
"CPL","Comparative price levels","DNK","Denmark","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,228,,
"CPL","Comparative price levels","FIN","Finland","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,197,,
"CPL","Comparative price levels","FRA","France","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,177,,
"CPL","Comparative price levels","DEU","Germany","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,170,,
"CPL","Comparative price levels","GRC","Greece","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,135,,
"CPL","Comparative price levels","HUN","Hungary","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,100,,
"CPL","Comparative price levels","ISL","Iceland","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,265,,
"CPL","Comparative price levels","IRL","Ireland","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,198,,
"CPL","Comparative price levels","ITA","Italy","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,164,,
"CPL","Comparative price levels","JPN","Japan","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,161,,
"CPL","Comparative price levels","KOR","Korea","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,158,,
"CPL","Comparative price levels","LUX","Luxembourg","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,204,,
"CPL","Comparative price levels","MEX","Mexico","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,96,,
"CPL","Comparative price levels","NLD","Netherlands","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,181,,
"CPL","Comparative price levels","NZL","New Zealand","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,200,,
"CPL","Comparative price levels","NOR","Norway","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,223,,
"CPL","Comparative price levels","POL","Poland","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,94,,
"CPL","Comparative price levels","PRT","Portugal","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,136,,
"CPL","Comparative price levels","SVK","Slovak Republic","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,113,,
"CPL","Comparative price levels","ESP","Spain","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,150,,
"CPL","Comparative price levels","SWE","Sweden","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,199,,
"CPL","Comparative price levels","CHE","Switzerland","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,243,,
"CPL","Comparative price levels","TUR","Turkey","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,82,,
"CPL","Comparative price levels","GBR","United Kingdom","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,189,,
"CPL","Comparative price levels","USA","United States","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,170,,
"CPL","Comparative price levels","CHL","Chile","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,128,,
"CPL","Comparative price levels","EST","Estonia","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,127,,
"CPL","Comparative price levels","ISR","Israel","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,212,,
"CPL","Comparative price levels","SVN","Slovenia","HUN","Hungary HUF","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,137,,
"CPL","Comparative price levels","AUS","Australia","ISL","Iceland ISK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,82,,
"CPL","Comparative price levels","AUT","Austria","ISL","Iceland ISK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,66,,
"CPL","Comparative price levels","BEL","Belgium","ISL","Iceland ISK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,68,,
"CPL","Comparative price levels","CAN","Canada","ISL","Iceland ISK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,69,,
"CPL","Comparative price levels","CZE","Czech Republic","ISL","Iceland ISK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,44,,
"CPL","Comparative price levels","DNK","Denmark","ISL","Iceland ISK","2018-01","Jan-2018","NATCUR","National currency","0","Units",,,86,,
